time,close,high,low,open,volumefrom,volumeto
1496275200,1.12,1.12,1.1,1.11,784176.31,876523.83
1496361600,1.12,1.12,1.1,1.12,804867.85,900954.75
1496448000,1.12,1.12,1.11,1.12,304231.75,340427.22
1496534400,1.11,1.13,1.11,1.12,618451.56,691223.4
1496620800,1.13,1.15,1.11,1.11,470717.73,528977.86
1496707200,1.13,1.15,1.12,1.13,1424544.54,1601625.53
1496793600,1.11,1.13,1.11,1.13,1057359.38,1180240.05
1496880000,1.12,1.13,1.11,1.11,995434.41,1111197.02
1496966400,1.11,1.14,1.11,1.12,693176.57,772370.82
1497052800,1.12,1.13,1.11,1.11,702297.94,782360.88
1497139200,1.13,1.14,1.12,1.12,899788.9,1010862.94
1497225600,1.12,1.14,1.11,1.13,1461343.9,1637526.37
1497312000,1.15,1.19,1.11,1.12,1230664.53,1386009.41
1497398400,1.12,1.22,1.11,1.15,971017.32,1089726.39
1497484800,1.12,1.16,1.11,1.12,1410809.37,1581775.51
1497571200,1.12,1.14,1.11,1.12,1045408.74,1167097.85
1497657600,1.11,1.13,1.1,1.12,749405.06,837795.95
1497744000,1.13,1.16,1.1,1.11,703533.9,790779.52
1497830400,1.12,1.15,1.12,1.13,1069835.47,1203076.39
1497916800,1.12,1.14,1.11,1.12,1399534.96,1571027.86
1498003200,1.12,1.13,1.11,1.12,1183217.33,1323732.3
1498089600,1.12,1.13,1.11,1.12,928230.8,1037819.2
1498176000,1.12,1.13,1.11,1.12,612614.57,685096.28
1498262400,1.12,1.12,1.11,1.12,936792.04,1047332.6
1498348800,1.12,1.13,1.11,1.12,584527.71,654267.9
1498435200,1.12,1.13,1.11,1.12,1019568.43,1145300.68
1498521600,1.14,1.15,1.12,1.12,1252067.75,1424423.48
1498608000,1.12,1.14,1.11,1.14,816975.7,921071.23
1498694400,1.12,1.14,1.11,1.12,409028.04,461958.79
1498780800,1.12,1.14,1.11,1.12,393364.14,445172.16
1498867200,1.13,1.14,1.11,1.12,252325.8,286125.5
1498953600,1.12,1.14,1.12,1.13,316255.87,357908.57
1499040000,1.12,1.13,1.11,1.12,430082.35,482813.14
1499126400,1.13,1.13,1.1,1.12,584864.68,660136.15
1499212800,1.11,1.13,1.11,1.13,350490.72,391680.94
1499299200,1.13,1.13,1.11,1.11,367916.65,414642.04
1499385600,1.13,1.14,1.11,1.13,551285.68,623380.05
1499472000,1.13,1.14,1.12,1.13,333635.93,377868.82
1499558400,1.13,1.14,1.12,1.13,99903.94,113045.81
1499644800,1.13,1.14,1.12,1.13,560350.01,635761.31
1499731200,1.12,1.14,1.12,1.13,852491.14,965144.92
1499817600,1.13,1.14,1.12,1.12,685242.29,776741.87
1499904000,1.14,1.14,1.12,1.13,357642.02,404751.53
1499990400,1.14,1.14,1.12,1.14,496596.01,562239.01
1500076800,1.13,1.14,1.12,1.14,540741.06,614774.72
1500163200,1.14,1.15,1.12,1.13,821542.91,938110.08
1500249600,1.14,1.15,1.12,1.14,907619.5,1031107.23
1500336000,1.12,1.15,1.12,1.14,1056564.78,1204798.07
1500422400,1.14,1.15,1.12,1.12,803662.16,914658.63
1500508800,1.16,1.16,1.12,1.14,1518761.24,1740256.8
1500595200,1.16,1.17,1.13,1.16,1300284.87,1499194.29
1500681600,1.16,1.17,1.15,1.16,733485.18,850182.21
1500768000,1.14,1.17,1.14,1.16,784502.06,903929.82
1500854400,1.16,1.17,1.14,1.14,1558825.41,1805334.69
1500940800,1.16,1.17,1.15,1.16,1320492.72,1530753.96
1501027200,1.15,1.17,1.14,1.16,419903.04,484769.18
1501113600,1.16,1.17,1.15,1.15,564423.77,655128.27
1501200000,1.18,1.18,1.16,1.16,277139.98,322932.99
1501286400,1.16,1.18,1.16,1.18,109339.85,127719
1501372800,1.17,1.18,1.15,1.16,123253.47,142904.56
1501459200,1.16,1.18,1.15,1.17,365492.85,424725.15
1501545600,1.18,1.18,1.16,1.16,735734.02,856866.65
1501632000,1.17,1.18,1.17,1.18,305756.21,357999.89
1501718400,1.18,1.19,1.17,1.17,129802.29,153033.7
1501804800,1.17,1.18,1.17,1.18,191305.99,225173.53
1501891200,1.18,1.19,1.17,1.17,1179441.07,1400596.37
1501977600,1.18,1.19,1.18,1.18,396356.4,467668.81
1502064000,1.18,1.18,1.17,1.18,508167.84,598989.37
1502150400,1.17,1.18,1.17,1.18,832411.2,978993.5
1502236800,1.17,1.17,1.16,1.17,397203.83,463543.73
1502323200,1.17,1.17,1.16,1.17,478158.74,559232.46
1502409600,1.18,1.18,1.17,1.17,624723.71,731224.22
1502496000,1.17,1.18,1.16,1.18,552435.64,646977.1
1502582400,1.18,1.19,1.17,1.17,903139.1,1065312.18
1502668800,1.18,1.19,1.17,1.18,695192.36,816415.97
1502755200,1.17,1.18,1.17,1.18,971613.33,1139149.53
1502841600,1.17,1.17,1.17,1.17,818678.54,958149.09
1502928000,1.17,1.17,1.17,1.17,0,0
1503014400,1.17,1.17,1.17,1.17,0,0
1503100800,1.16,1.17,1.15,1.16,848671.69,983805.41
1503187200,1.16,1.16,1.15,1.16,504143.16,584492.3
1503273600,1.17,1.17,1.16,1.16,1778227.15,2071804.27
1503360000,1.17,1.17,1.16,1.17,1569971.96,1829181.74
1503446400,1.17,1.18,1.16,1.17,1908138.42,2232343.2
1503532800,1.17,1.17,1.16,1.17,1467407.68,1713788.92
1503619200,1.18,1.18,1.17,1.17,789250.29,926150.29
1503705600,1.18,1.19,1.18,1.18,411936.13,485573.89
1503792000,1.19,1.19,1.18,1.18,680859.95,804787.25
1503878400,1.19,1.2,1.18,1.19,1198740.09,1424978.63
1503964800,1.2,1.22,1.19,1.19,865082.03,1043559.05
1504051200,1.19,1.21,1.19,1.2,521596.91,623064.14
1504137600,1.19,1.2,1.18,1.19,701766.79,832963.55
1504224000,1.18,1.2,1.18,1.19,1509883.08,1789983.02
1504310400,1.18,1.19,1.17,1.18,1300456.9,1536953.52
1504396800,1.18,1.19,1.17,1.18,979381.59,1150366.17
1504483200,1.18,1.2,1.16,1.18,2964780.6,3485178.09
1504569600,1.16,1.18,1.15,1.18,4127495.26,4794569.47
1504656000,1.17,1.18,1.15,1.16,3566944.82,4143077.78
1504742400,1.18,1.19,1.17,1.17,2154601.23,2537198.84
1504828800,1.18,1.2,1.17,1.18,3830284.96,4517459
1504915200,1.18,1.18,1.17,1.18,1278015.55,1504118.92
1505001600,1.18,1.18,1.16,1.18,1738430.04,2039925.71
1505088000,1.19,1.19,1.18,1.18,1031864.39,1224013.49
1505174400,1.19,1.19,1.18,1.19,1848516.46,2196086.36
1505260800,1.19,1.22,1.19,1.19,1924323.41,2304789.45
1505347200,1.18,1.2,1.18,1.19,2318892.31,2752192.31
1505433600,1.17,1.2,1.16,1.18,4910150.17,5801498.67
1505520000,1.17,1.19,1.16,1.17,1452593.51,1699911.32
1505606400,1.18,1.19,1.16,1.17,1029272.85,1208140.86
1505692800,1.19,1.19,1.17,1.18,1878846.27,2227748.83
1505779200,1.19,1.2,1.18,1.19,1445920.88,1719539.93
1505865600,1.19,1.2,1.19,1.19,1033021.14,1231782.24
1505952000,1.19,1.19,1.18,1.19,1028704.19,1220293.5
1506038400,1.18,1.2,1.18,1.19,1174337.47,1395280.01
1506124800,1.19,1.19,1.18,1.18,874943.36,1038357.19
1506211200,1.18,1.2,1.18,1.19,543084.25,646379.2
1506297600,1.18,1.19,1.18,1.18,704996.57,835435.16
1506384000,1.18,1.19,1.18,1.18,903747.12,1070147.79
1506470400,1.18,1.19,1.18,1.18,1160112.66,1372127.6
1506556800,1.18,1.19,1.17,1.18,879638.58,1041343.79
1506643200,1.18,1.19,1.18,1.18,923761.38,1091955.01
1506729600,1.18,1.19,1.18,1.18,569121.33,674305.99
1506816000,1.18,1.19,1.18,1.18,640340.78,756323.36
1506902400,1.17,1.19,1.17,1.18,572450.71,674399.49
1506988800,1.18,1.18,1.17,1.17,555862.86,652402.14
1507075200,1.17,1.18,1.17,1.18,445545.12,523294.14
1507161600,1.17,1.18,1.17,1.17,523159,615179.96
1507248000,1.19,1.19,1.17,1.17,681236.63,802768.63
